the_geom,Length,SegmentID,Width,Rating_B,RatingWord,Shape_len,Merged3.FID,Merged3.Street,Theft_rate,Subway,Rest,Graf,Theft_predicted
"LINESTRING (-74.02072024567565 40.634169208411514, -74.02101185973389 40.633469234581334)",233,17710,41.5,8,GOOD,267.5556017,12953,HIGH LINE,0,0,0,0,0.05
"LINESTRING (-74.02072024567565 40.634169208411514, -74.01926448146935 40.63349424371323)",474,17711,30,7,FAIR,473.0031712,12954,GANSEVOORT STREET,0,0,0,0,0.05
"LINESTRING (-74.02050784023852 40.6347072248801, -74.02072024567565 40.634169208411514)",231,17712,41.5,8,GOOD,204.6875668,12955,GANSEVOORT STREET,0,0,0,0,0.05
"LINESTRING (-74.02050784023852 40.6347072248801, -74.01796030971846 40.63372776179669)",775,17713,33,8,GOOD,792.0214644,12956,GANSEVOORT STREET,0,0,0,0,0.05
"LINESTRING (-74.02039262553598 40.63496525540374, -74.02050784023852 40.6347072248801)",86,17714,30,8,GOOD,99.2975327,12957,LITTLE WEST 12 STREET,0,0,1,0,0.105
"LINESTRING (-74.0201514102569 40.6355664063818, -74.02039262553598 40.63496525540374)",277,17715,41.5,8,GOOD,229.0196498,12958,LITTLE WEST 12 STREET,0,0,1,0,0.105
"LINESTRING (-74.0201514102569 40.6355664063818, -74.01781269093553 40.63409833111784)",823,17716,35,7,GOOD,841.0862025,12959,HIGH LINE,0,0,0,0,0.05
"LINESTRING (-74.01926448146935 40.63349424371323, -74.0197362756369 40.63288482074914)",232,17717,23.58,5,FAIR,257.7692767,12960,WEST 13 STREET,0,0,0,0,0.05
"LINESTRING (-74.01926448146935 40.63349424371323, -74.01824474663152 40.633033285652594)",770,17718,29.5,8,GOOD,329.1094043,12961,WEST 13 STREET,0,0,0,0,0.05
"LINESTRING (-74.02219123600882 40.63720466872118, -74.02247939559399 40.63695209235198)",47,17719,30,6,FAIR,121.9180052,12962,HIGH LINE,0,0,0,0,0.05
"LINESTRING (-74.02192108328954 40.63743802742183, -74.02219123600882 40.63720466872118)",177,17720,60.67,7,FAIR,113.3578405,12963,WEST 14 STREET,0,0,0,0,0.05
"LINESTRING (-74.02192108328954 40.63743802742183, -74.01970479357297 40.63607975900608)",815,17721,49,8,GOOD,789.461842,12964,WEST 14 STREET,0,0,0,0,0.05
"LINESTRING (-74.02180582000584 40.63754509602254, -74.02192108328954 40.63743802742183)",98,17722,60.67,7,FAIR,50.44799302,12965,HIGH LINE,0,0,0,0,0.05
"LINESTRING (-74.02135197727588 40.63799807099782, -74.02180582000584 40.63754509602254)",196,17724,60.67,7,FAIR,207.6078033,12966,WEST 15 STREET,0,0,0,0,0.05
"LINESTRING (-74.02117186315671 40.63812710927256, -74.02000779922436 40.63725996510372)",396,17725,30,0,NR,451.8683437,12967,HIGH LINE,0,0,0,0,0.05
"LINESTRING (-74.02109981835548 40.638182018246646, -74.01976638111908 40.637216090267025)",487,17727,30,0,NR,510.6897297,12968,WEST 16 STREET,1,0,2,1,1.285
"LINESTRING (-74.02077566228361 40.63858007131549, -74.02109981835548 40.638182018246646)",187,17728,65.5,7,FAIR,170.6604817,12969,MANHATTAN BRIDGE BIKE PATH,0,0,0,0,0.05
"LINESTRING (-74.02077566228361 40.63858007131549, -74.01851972277846 40.6372162978088)",816,17729,30.25,5,FAIR,799.3028212,12970,WEST 16 STREET,0,0,0,0,0.05
"LINESTRING (-74.02000779922436 40.63725996510372, -74.01905282814762 40.636700190768586)",377,17731,30,8,GOOD,334.4263746,12971,HIGH LINE,0,0,2,0,0.16
"LINESTRING (-74.01970479357297 40.63607975900608, -74.0201514102569 40.6355664063818)",201,17732,41.5,8,GOOD,224.376915,12972,10 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.01970479357297 40.63607975900608, -74.01750661589799 40.634748892806954)",784,17733,49,8,GOOD,779.3105928,12973,10 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.01976638111908 40.637216090267025, -74.01900960350495 40.63674136972765)",289,17734,30,0,NR,272.082708,12974,HIGH LINE,0,0,0,0,0.05
"LINESTRING (-74.01918970701472 40.63657390780348, -74.01970479357297 40.63607975900608)",178,17736,41.5,7,FAIR,229.8891037,12975,WEST 17 STREET,0,0,0,0,0.05
"LINESTRING (-74.01918970701472 40.63657390780348, -74.01697710943121 40.63523479959565)",808,17737,52,8,GOOD,784.3086127,12976,WEST 17 STREET,0,0,0,0,0.05
"LINESTRING (-74.01900960350495 40.63674136972765, -74.01686183092421 40.635297946669155)",807,17739,30,0,NR,794.9163478,12977,HIGH LINE,0,0,0,0,0.05
"LINESTRING (-74.02261003891066 40.639707832433224, -74.0227096909836 40.63967886628164, -74.0228081855898 40.639647687975526, -74.02290543745474 40.639614324067765, -74.02300136490861 40.639578803855535, -74.02309588508143 40.6395411575514, -74.02318891630587 40.63950141811273, -74.02328037931736 40.639459618496566, -74.02337019485329 40.639415795319906, -74.02345828485315 40.63936998611456, -74.02355033576893 40.63932062885157)",299,17741,30,8,GOOD,297.6550473,12978,WEST 18 STREET,0,0,0,0,0.05
"LINESTRING (-74.02242657309338 40.64059168945204, -74.02338848932288 40.6401660560119)",268,17743,30,0,NR,308.7296552,12979,WEST 18 STREET,0,0,0,0,0.05
"LINESTRING (-74.02242657309338 40.64059168945204, -74.02310737938573 40.63999593610967)",263,17744,48.58,8,GOOD,287.7672671,12980,HIGH LINE,0,0,0,0,0.05
"LINESTRING (-74.02222842775367 40.640690540214955, -74.02297043666266 40.63993557825292)",320,17745,30,0,NR,343.6000582,12981,WEST 19 STREET,0,0,0,0,0.05
"LINESTRING (-74.02222842775367 40.640690540214955, -74.02242657309338 40.64059168945204)",66,17746,30,9,GOOD,65.73431372,12982,WEST 19 STREET,0,0,0,0,0.05
"LINESTRING (-74.02216000071114 40.64079485528265, -74.02242657309338 40.64059168945204)",106,17748,30,8,GOOD,104.6518036,12983,WEST 22 STREET,0,0,1,0,0.105
"LINESTRING (-74.0218069618496 40.64103920870596, -74.02216000071114 40.64079485528265)",132,17750,30,8,GOOD,132.3820229,12984,HIGH LINE,0,0,0,0,0.05
"LINESTRING (-74.02165499939312 40.63911239763999, -74.02109981835548 40.638182018246646)",373,17752,32.5,9,GOOD,372.3398985,12985,WEST 23 STREET,0,0,0,1,1.175
"LINESTRING (-74.02165499939312 40.63911239763999, -74.02077566228361 40.63858007131549)",312,17753,30,6,FAIR,311.7242371,12986,WEST 23 STREET,2,0,1,0,0.105
"LINESTRING (-74.02171282055734 40.63963664090617, -74.02165499939312 40.63911239763999)",318,17754,32.5,9,GOOD,191.6689855,12987,WEST 23 STREET,2,0,1,0,0.105
"LINESTRING (-74.02134897043092 40.639861781493785, -74.02173810547518 40.6398287711575)",84,17756,30,8,GOOD,108.6646217,12988,HIGH LINE,0,0,0,0,0.05
"LINESTRING (-74.02134897043092 40.639861781493785, -74.02018852276422 40.639145601889)",520,17757,30.5,8,GOOD,414.493667,12989,WEST 24 STREET,0,0,0,0,0.05
"LINESTRING (-74.02173810547518 40.6398287711575, -74.02261003891066 40.639707832433224)",251,17758,30,8,GOOD,245.9674775,12990,WEST 24 STREET,1,0,0,1,1.175
"LINESTRING (-74.02173810547518 40.6398287711575, -74.02171282055734 40.63963664090617)",126,17759,30,9,GOOD,70.34912935,12991,HIGH LINE,0,0,0,0,0.05
"LINESTRING (-74.02153305789243 40.640866338819144, -74.02173810547518 40.6398287711575)",353,17762,30,8,GOOD,382.2734623,12992,WEST 25 STREET,0,0,0,0,0.05
"LINESTRING (-74.02119428645517 40.64066054282078, -74.02134897043092 40.639861781493785)",303,17766,30,8,GOOD,294.1598205,12993,WEST 25 STREET,1,0,0,1,1.175
"LINESTRING (-74.02119428645517 40.64066054282078, -74.01960857726002 40.63970289384292)",647,17767,30.42,9,GOOD,561.6057336,12994,HIGH LINE,0,0,0,0,0.05
"LINESTRING (-74.02093501817289 40.64118758917828, -74.02119428645517 40.64066054282078)",207,17768,30,8,GOOD,205.0560899,12995,WEST 26 STREET,0,0,0,0,0.05
"LINESTRING (-74.02080895068852 40.641338575270666, -74.02093501817289 40.64118758917828)",112,17769,30,8,GOOD,65.19202405,12996,WEST 26 STREET,0,0,0,0,0.05
"LINESTRING (-74.02080895068852 40.641338575270666, -74.0190250196282 40.64026292821978)",741,17770,30.42,9,GOOD,631.4182449,12997,HIGH LINE,0,0,0,0,0.05
"LINESTRING (-74.02018852276422 40.639145601889, -74.02077566228361 40.63858007131549)",224,17772,65.5,7,FAIR,262.6880279,12998,WEST 27 STREET,0,0,1,0,0.105
"LINESTRING (-74.02018852276422 40.639145601889, -74.01793257613998 40.63778181694786)",797,17773,30.5,8,GOOD,799.3028212,12999,WEST 27 STREET,0,0,5,2,2.575
"LINESTRING (-74.01960857726002 40.63970289384292, -74.02018852276422 40.639145601889)",265,17774,65.5,8,GOOD,259.0945773,13000,WEST STREET,0,0,0,0,0.05
"LINESTRING (-74.01960857726002 40.63970289384292, -74.0173526243619 40.63834184239379)",805,17775,30.42,8,GOOD,798.6814133,13001,WEST STREET,0,0,0,0,0.05
"LINESTRING (-74.0190250196282 40.64026292821978, -74.01960857726002 40.63970289384292)",256,17776,65.5,7,FAIR,260.4995202,13002,WEST STREET,0,0,0,0,0.05
"LINESTRING (-74.0190250196282 40.64026292821978, -74.01676905900979 40.63889912061963)",812,17777,30.42,9,GOOD,799.3028212,13003,WEST STREET,0,0,0,0,0.05
"LINESTRING (-74.02216468527389 40.64405016975482, -74.02276986256763 40.643468157122804)",286,17778,43.42,8,GOOD,270.495841,13004,HIGH LINE,0,0,1,0,0.105
"LINESTRING (-74.02216468527389 40.64405016975482, -74.02002026359497 40.64277698283382)",790,17779,30.5,6,FAIR,754.5336308,13005,WEST 28 STREET,0,0,0,0,0.05
"LINESTRING (-74.02122701165808 40.64159101913507, -74.0218069618496 40.64103920870596)",270,17780,30,8,GOOD,257.5305807,13006,WEST 28 STREET,0,0,2,0,0.16
"LINESTRING (-74.02109367499253 40.64154438231581, -74.02153305789243 40.640866338819144)",268,17781,30,9,GOOD,275.4868418,13007,HIGH LINE,0,0,0,0,0.05
"LINESTRING (-74.02109367499253 40.64154438231581, -74.02093501817289 40.64118758917828)",277,17782,32.5,8,GOOD,137.2443077,13008,WEST 29 STREET,0,0,0,0,0.05
"LINESTRING (-74.02062904543341 40.642175767261726, -74.02122701165808 40.64159101913507)",268,17784,30,8,GOOD,270.0462923,13009,WEST 29 STREET,0,0,2,1,1.285
"LINESTRING (-74.02052094563598 40.642175786602714, -74.02109367499253 40.64154438231581)",292,17785,30,9,GOOD,279.6086551,13010,HIGH LINE,0,0,0,0,0.05
"LINESTRING (-74.02022900212361 40.64193155242779, -74.02080895068852 40.641338575270666)",270,17787,30,8,GOOD,269.4011878,13011,WEST 30 STREET,0,0,0,0,0.05
"LINESTRING (-74.02022900212361 40.64193155242779, -74.0184234419959 40.64084492077361)",743,17789,44.83,7,FAIR,638.605512,13012,WEST 30 STREET,0,0,0,0,0.05
"LINESTRING (-74.02002026359497 40.64277698283382, -74.02062904543341 40.642175767261726)",277,17790,30,8,GOOD,276.6261014,13013,WEST 30 STREET,0,0,0,0,0.05
"LINESTRING (-74.01982567649723 40.642757803049065, -74.02052094563598 40.642175786602714)",288,17791,30,9,GOOD,286.6932158,13014,DIVISION STREET,0,0,0,0,0.05
"LINESTRING (-74.0196094024181 40.64251080946124, -74.02022900212361 40.64193155242779)",286,17793,30,8,GOOD,272.2223356,13015,DIVISION STREET,1,0,0,0,0.05
"LINESTRING (-74.0196094024181 40.64251080946124, -74.01781824985058 40.64142416591585)",775,17795,30.5,8,GOOD,635.4722653,13016,WEST STREET,0,0,0,0,0.05
"LINESTRING (-74.01944388371307 40.643317804397086, -74.02002026359497 40.64277698283382)",254,17796,30,7,FAIR,253.7892827,13017,WEST STREET,0,0,0,0,0.05
"LINESTRING (-74.0192565067311 40.64331509114093, -74.01982567649723 40.642757803049065)",257,17797,30,9,GOOD,257.241132,13018,WEST STREET,0,0,0,0,0.05
"LINESTRING (-74.01902942361096 40.64307084307225, -74.0196094024181 40.64251080946124)",261,17799,30,8,GOOD,259.8788179,13019,WEST STREET,0,0,0,0,0.05
"LINESTRING (-74.01902942361096 40.64307084307225, -74.01723466284814 40.641986935886024)",774,17801,30.5,7,GOOD,635.6327556,13020,RECTOR STREET,0,0,0,0,0.05
"LINESTRING (-74.02159912481187 40.64459923431291, -74.02216468527389 40.64405016975482)",235,17802,43.42,6,FAIR,254.2616762,13021,SOUTH STREET,0,0,0,0,0.05
"LINESTRING (-74.02159912481187 40.64459923431291, -74.01944388371307 40.643317804397086)",804,17803,30.58,6,FAIR,758.7443575,13022,SOUTH STREET,0,0,0,0,0.05
"LINESTRING (-74.02100113143324 40.64517300504178, -74.02159912481187 40.64459923431291)",309,17804,43.42,7,GOOD,266.902604,13023,SOUTH STREET,0,0,0,0,0.05
"LINESTRING (-74.02100113143324 40.64517300504178, -74.01885668966513 40.64387783830504)",780,17805,30.17,7,GOOD,759.479427,13024,SOUTH STREET,0,0,0,0,0.05
"LINESTRING (-74.020417537648 40.645733046145565, -74.02100113143324 40.64517300504178)",251,17806,43.42,6,FAIR,260.4995202,13025,SOUTH STREET,0,0,0,0,0.05
"LINESTRING (-74.020417537648 40.645733046145565, -74.01829831786668 40.64445433330378)",762,17807,30.5,8,GOOD,750.2666193,13026,MANHATTAN BRIDGE BIKE PATH,0,0,0,0,0.05
"LINESTRING (-74.01983753761475 40.64629308363116, -74.020417537648 40.645733046145565)",282,17808,43.42,8,GOOD,259.8788179,13027,EAST BROADWAY,0,0,0,0,0.05
"LINESTRING (-74.01983753761475 40.64629308363116, -74.0176822690885 40.64498691788374)",775,17809,30.33,7,GOOD,764.3166883,13028,EAST BROADWAY,0,0,0,0,0.05
"LINESTRING (-74.01925392426566 40.64685311875985, -74.01983753761475 40.64629308363116)",219,17810,43.42,7,FAIR,260.4995202,13029,MANHATTAN BRIDGE BIKE PATH,0,0,0,0,0.05
"LINESTRING (-74.01925392426566 40.64685311875985, -74.01707342240651 40.645538711551715)",775,17811,30.5,8,GOOD,771.6644348,13030,HENRY STREET,0,0,0,0,0.05
"LINESTRING (-74.02203974483214 40.64762115809457, -74.02262334244637 40.647063853660974)",278,17812,42.58,7,FAIR,259.7171538,13031,HENRY STREET,0,0,0,0,0.05
"LINESTRING (-74.02203974483214 40.64762115809457, -74.01983753761475 40.64629308363116)",798,17813,30.33,8,GOOD,779.4722574,13032,MANHATTAN BRIDGE BIKE PATH,0,0,0,0,0.05
"LINESTRING (-74.02145974200207 40.648181203642764, -74.01925392426566 40.64685311875985)",785,17814,30.5,8,GOOD,780.2563681,13033,MADISON STREET,0,0,0,0,0.05
"LINESTRING (-74.02145974200207 40.648181203642764, -74.02203974483214 40.64762115809457)",252,17815,42.58,6,FAIR,259.8788179,13034,MADISON STREET,0,0,0,0,0.05
"LINESTRING (-74.02136271850391 40.649040338911284, -74.02087612661255 40.648743991667956)",172,17816,30,9,GOOD,172.8843544,13035,MANHATTAN BRIDGE BIKE PATH,0,0,0,0,0.05
"LINESTRING (-74.02087612661255 40.648743991667956, -74.02145974200207 40.648181203642764)",247,17817,42.58,5,FAIR,261.2833711,13036,MONROE STREET,0,0,0,0,0.05
"LINESTRING (-74.02087612661255 40.648743991667956, -74.01867390472866 40.64741315030657)",787,17818,30.5,5,FAIR,780.0935841,13037,MONROE STREET,1,0,0,2,2.3
"LINESTRING (-74.02294179292404 40.650944914153435, -74.02029610425394 40.64930403127685)",193,17820,30,8,GOOD,946.7629059,13038,MANHATTAN BRIDGE BIKE PATH,0,0,0,0,0.05
"LINESTRING (-74.02029610425394 40.64930403127685, -74.02087612661255 40.648743991667956)",277,17821,42.58,5,FAIR,259.8788179,13039,CHERRY STREET,0,0,0,0,0.05
"LINESTRING (-74.02029610425394 40.64930403127685, -74.01809027181493 40.64797317945967)",781,17822,30.33,8,GOOD,780.877071,13040,CHERRY STREET,0,0,0,0,0.05
"LINESTRING (-74.02075053557299 40.65047322774315, -74.01971607134672 40.6498613231422)",164,17825,30,7,FAIR,363.4528855,13041,MANHATTAN BRIDGE BIKE PATH,0,0,0,0,0.05
"LINESTRING (-74.01971607134672 40.6498613231422, -74.02029610425394 40.64930403127685)",247,17826,42.58,5,FAIR,259.0945773,13042,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01971607134672 40.6498613231422, -74.01751023277343 40.64853320506698)",786,17827,30.17,8,GOOD,780.2563681,13043,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01913602796225 40.65041586726441, -74.01971607134672 40.6498613231422)",271,17828,42.58,6,FAIR,258.3118271,13044,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01913602796225 40.65041586726441, -74.01692658029427 40.649093228243956)",778,17829,30.58,7,GOOD,779.8031803,13045,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01796030971846 40.63372776179669, -74.01824474663152 40.633033285652594)",246,17831,42.08,7,GOOD,265.0471656,13046,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01781269093553 40.63409833111784, -74.01638211095671 40.63315159200889)",488,17832,35,8,GOOD,525.9600745,13047,MANHATTAN BRIDGE PEDESTRIAN PATH,0,0,0,0,0.05
"LINESTRING (-74.01781269093553 40.63409833111784, -74.01796030971846 40.63372776179669)",157,17833,42.08,8,GOOD,141.0886246,13048,DIVISION STREET,0,0,0,0,0.05
"LINESTRING (-74.01750661589799 40.634748892806954, -74.01781269093553 40.63409833111784)",255,17834,42.08,8,GOOD,251.7816514,13049,DIVISION STREET,0,0,0,0,0.05
"LINESTRING (-74.01697710943121 40.63523479959565, -74.0164578010439 40.633275096661464)",716,17835,30,6,FAIR,728.3762764,13050,MANHATTAN BRIDGE PEDESTRIAN PATH,0,0,0,0,0.05
"LINESTRING (-74.01697710943121 40.63523479959565, -74.01750661589799 40.634748892806954)",204,17836,42.08,8,GOOD,230.0825939,13051,EAST BROADWAY,1,0,0,0,0.05
"LINESTRING (-74.01686183092421 40.635297946669155, -74.01697710943121 40.63523479959565)",52,17837,30,7,FAIR,39.40812099,13052,EAST BROADWAY,0,0,0,0,0.05
"LINESTRING (-74.016692547641 40.63552029914692, -74.01686183092421 40.635297946669155)",87,17840,30,8,GOOD,93.64827815,13053,MANHATTAN BRIDGE PEDESTRIAN PATH,0,0,0,0,0.05
"LINESTRING (-74.016692547641 40.63552029914692, -74.01597537120377 40.634743626172245)",361,17841,30,9,GOOD,345.9624257,13054,HENRY STREET,0,0,0,0,0.05
"LINESTRING (-74.01633553607593 40.634222065913626, -74.01614078577808 40.63342061536389)",297,17844,30,0,NR,296.9511744,13055,HENRY STREET,0,0,0,0,0.05
"LINESTRING (-74.01630712203558 40.635896390312574, -74.016692547641 40.63552029914692)",181,17845,30,8,GOOD,173.8332534,13056,MANHATTAN BRIDGE PEDESTRIAN PATH,0,0,0,0,0.05
"LINESTRING (-74.01630712203558 40.635896390312574, -74.0141090175827 40.63456271434752)",779,17846,30,8,GOOD,779.9333305,13057,MADISON STREET,0,0,0,0,0.05
"LINESTRING (-74.01594626642903 40.6335661162667, -74.01589575706284 40.633275175735704)",107,17847,30,0,NR,106.9205312,13058,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01594626642903 40.6335661162667, -74.01614078577808 40.63342061536389)",76,17848,30,7,FAIR,75.66372975,13059,WEST 181 STREET PEDESTRIAN OVPS,0,0,0,0,0.05
"LINESTRING (-74.01594626642903 40.6335661162667, -74.01513914631794 40.63321763729673)",258,17849,30,9,GOOD,257.4975728,13060,ADAM CLAYTON POWELL JR BOULEVARD,0,0,0,0,0.05
"LINESTRING (-74.01597537120377 40.634743626172245, -74.01594626642903 40.6335661162667)",396,17850,30,0,NR,429.0745856,13061,MACOMBS PLACE,0,0,0,0,0.05
"LINESTRING (-74.01597537120377 40.634743626172245, -74.0147538065714 40.63396152491177)",798,17851,54.25,8,GOOD,442.8837319,13062,MACOMBS PLACE,0,0,0,0,0.05
"LINESTRING (-74.01889433753041 40.63685118020483, -74.016692547641 40.63552029914692)",787,17853,30,0,NR,780.0935841,13063,ADAM CLAYTON POWELL JR BOULEVARD,0,0,0,0,0.05
"LINESTRING (-74.01851972277846 40.6372162978088, -74.01878267422153 40.63696098997667)",158,17855,45.42,6,FAIR,118.2285921,13064,WEST 181 STREET PEDESTRIAN OVPS,0,0,0,0,0.05
"LINESTRING (-74.01793257613998 40.63778181694786, -74.01851972277846 40.6372162978088)",268,17856,45.42,9,GOOD,262.6880279,13065,WEST 181 STREET PEDESTRIAN OVPS,0,0,0,0,0.05
"LINESTRING (-74.01793257613998 40.63778181694786, -74.0157379807611 40.636450916622884)",784,17857,30.5,8,GOOD,778.5280984,13066,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.0173526243619 40.63834184239379, -74.01793257613998 40.63778181694786)",264,17858,45.42,9,GOOD,259.8788179,13067,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.0173526243619 40.63834184239379, -74.01514721361214 40.63701367729282)",780,17859,30.42,8,GOOD,780.2563681,13068,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01606938302106 40.63613796505599, -74.01630712203558 40.635896390312574)",101,17860,41.42,7,FAIR,110,13069,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.0157379807611 40.636450916622884, -74.01606938302106 40.63613796505599)",149,17862,41.42,8,GOOD,146.4923206,13070,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.0184234419959 40.64084492077361, -74.0190250196282 40.64026292821978)",291,17863,65.5,8,GOOD,269.8758974,13071,MADISON STREET,0,0,0,0,0.05
"LINESTRING (-74.0184234419959 40.64084492077361, -74.01616747399687 40.63948110145876)",804,17864,44.83,6,FAIR,799.3028212,13072,MANHATTAN BRIDGE PEDESTRIAN PATH,0,0,0,0,0.05
"LINESTRING (-74.01781824985058 40.64142416591585, -74.0184234419959 40.64084492077361)",293,17865,65.5,7,FAIR,269.7128102,13073,MONROE STREET,0,0,0,0,0.05
"LINESTRING (-74.01781824985058 40.64142416591585, -74.01556227591793 40.64006582438701)",774,17866,30.5,7,GOOD,798.0607746,13074,MONROE STREET,0,0,0,0,0.05
"LINESTRING (-74.01676905900979 40.63889912061963, -74.0173526243619 40.63834184239379)",247,17867,45.42,9,GOOD,259.7171538,13075,MANHATTAN BRIDGE PEDESTRIAN PATH,0,0,0,0,0.05
"LINESTRING (-74.01676905900979 40.63889912061963, -74.01456724453541 40.63757094395082)",778,17868,30.42,9,GOOD,779.4722574,13076,CHERRY STREET,0,0,0,0,0.05
"LINESTRING (-74.01616747399687 40.63948110145876, -74.01676905900979 40.63889912061963)",262,17869,45.42,9,GOOD,269.8758974,13077,CHERRY STREET,0,0,0,0,0.05
"LINESTRING (-74.01616747399687 40.63948110145876, -74.01396204918417 40.63815291379314)",808,17870,44.83,7,FAIR,780.2563681,13078,MANHATTAN BRIDGE PEDESTRIAN PATH,0,0,0,0,0.05
"LINESTRING (-74.01556227591793 40.64006582438701, -74.01616747399687 40.63948110145876)",253,17871,45.42,9,GOOD,271.2802978,13079,SOUTH STREET,0,0,0,0,0.05
"LINESTRING (-74.01556227591793 40.64006582438701, -74.01335684327672 40.638734880413146)",812,17872,30.5,7,GOOD,780.877071,13080,SOUTH STREET,0,0,0,0,0.05
"LINESTRING (-74.01885668966513 40.64387783830504, -74.01944388371307 40.643317804397086)",287,17873,30,6,FAIR,261.1225766,13081,SOUTH STREET,0,0,0,0,0.05
"LINESTRING (-74.01857201501845 40.643861415922196, -74.0192565067311 40.64331509114093)",275,17874,30,9,GOOD,275.1381471,13082,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01845303847325 40.643630873145185, -74.01902942361096 40.64307084307225)",273,17876,30,8,GOOD,259.2604868,13083,FORT WASHINGTON PARK GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01845303847325 40.643630873145185, -74.01665106531672 40.64254695807436)",771,17878,30.5,6,FAIR,637.2009102,13084,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01786583335381 40.64419090197425, -74.01845303847325 40.643630873145185)",218,17879,30,8,GOOD,261.1225766,13085,FORT WASHINGTON PARK GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01786583335381 40.64419090197425, -74.0160710620271 40.64310972154767)",764,17880,30.42,8,GOOD,635.0118109,13086,FORT WASHINGTON PARK GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01723466284814 40.641986935886024, -74.01781824985058 40.64142416591585)",259,17882,65.5,7,FAIR,261.2833711,13087,INWOOD HILL PARK GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01723466284814 40.641986935886024, -74.01497868115285 40.640625838206915)",759,17883,30.5,7,GOOD,798.6814133,13088,ADAM CLAYTON POWELL JR BOULEVARD,0,0,0,0,0.05
"LINESTRING (-74.01665106531672 40.64254695807436, -74.01723466284814 40.641986935886024)",273,17884,65.5,7,FAIR,260.4995202,13089,ADAM CLAYTON POWELL JR BOULEVARD,0,0,0,0,0.05
"LINESTRING (-74.01665106531672 40.64254695807436, -74.01439507659205 40.641185849030464)",765,17885,30.5,6,FAIR,798.6814133,13090,ADAM CLAYTON POWELL JR BOULEVARD,0,0,0,0,0.05
"LINESTRING (-74.0160710620271 40.64310972154767, -74.01665106531672 40.64254695807436)",224,17886,65.5,7,FAIR,260.6645354,13091,INWOOD HILL PARK GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0160710620271 40.64310972154767, -74.01381506553874 40.641745856424684)",787,17887,30.42,8,GOOD,799.3028212,13092,INWOOD HILL PARK GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0154910483166 40.64366973727566, -74.0160710620271 40.64310972154767)",277,17888,65.5,7,FAIR,259.8788179,13093,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.0154910483166 40.64366973727566, -74.01323144141611 40.64230586127337)",779,17889,30.58,8,GOOD,800.0862454,13094,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01829831786668 40.64445433330378, -74.01885668966513 40.64387783830504)",226,17890,30,6,FAIR,261.0076627,13095,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01807847620293 40.644339087117295, -74.01857201501845 40.643861415922196)",221,17891,30,9,GOOD,221.4610575,13096,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.0176822690885 40.64498691788374, -74.01829831786668 40.64445433330378)",276,17893,30,6,FAIR,258.6058777,13097,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01731105668954 40.64477837073727, -74.01786583335381 40.64419090197425)",280,17894,30,8,GOOD,263.6512848,13098,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01731105668954 40.64477837073727, -74.0154910483166 40.64366973727566)",756,17895,30.58,8,GOOD,646.715548,13099,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01749125667023 40.6448799004987, -74.01807847620293 40.644339087117295)",264,17897,30,9,GOOD,255.69122,13100,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
